Average Market Capitalization of listed companies during the six months ended 30 June 2020,,,,,,,,,,
Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
2741,MODERN MALLEABLES LIMITED,INE834C01028,MODMA,12.82,,,,, 12.82 ,Small Cap
2742,PHOENIX TOWNSHIP LIMITED,INE977M01024,PHOENIXTN,12.82,,,,, 12.82 ,Small Cap
2743,DAIKAFFIL CHEMICALS INDIA LTD.,INE789B01018,DAIKAFFI,12.80,,,,, 12.80 ,Small Cap
2744,ORIENT TRADELINK LTD.,INE681D01021,ORIENTTR,12.74,,,,, 12.74 ,Small Cap
2745,SVP HOUSING LIMITED,INE369Q01017,SVPHOUSING,12.74,,,,, 12.74 ,Small Cap
2746,BALURGHAT TECHNOLOGIES LTD.,INE654B01014,BALTE,12.72,,,,, 12.72 ,Small Cap
2747,ROSELABS FINANCE LTD.,INE475C01012,ROSELABS,12.72,,,,, 12.72 ,Small Cap
2748,GUJARAT CRAFT INDUSTRIES LTD.,INE372D01019,GUJCRAFT,12.71,,,,, 12.71 ,Small Cap
2749,"GARNET CONSTRUCTION LTD.,",INE797D01017,GARNET,12.70,,,,, 12.70 ,Small Cap
2750,GODAVARI DRUGS LTD.,INE362C01012,GODAVARI,12.68,,,,, 12.68 ,Small Cap
2751,TRIDENT TOOLS LIMITED,INE179D01018,TRIDETOOL,12.68,,,,, 12.68 ,Small Cap
2752,JAYKAY ENTERPRISES LIMITED,INE903A01025,JAYKAY,12.65,,,,, 12.65 ,Small Cap
2753,NAYSAA SECURITIES LIMITED,INE898Q01015,NAYSAA,12.63,,,,, 12.63 ,Small Cap
2754,UNICK FIX-A- FORM AND PRINTERS LIMITED,INE250G01010,UNICK,12.63,,,,, 12.63 ,Small Cap
2755,RAJNISH WELLNESS LIMITED,INE685Z01017,RAJNISH,12.63,,,,, 12.63 ,Small Cap
2756,JAGAN LAMPS LTD.,INE144C01014,JAGANLAM,12.62,,,,, 12.62 ,Small Cap
2757,GAYATRI TISSUE & PAPERS LTD,INE661K01010,GYTRIPA,12.60,,,,, 12.60 ,Small Cap
2758,STARLIT POWER SYSTEMS LIMITED,INE909P01012,STARLIT,12.58,,,,, 12.58 ,Small Cap
2759,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,INE700F01016,CFEL,12.54,,,CFEL,12.62, 12.58 ,Small Cap
2760,GITANJALI GEMS LTD.,INE346H01014,GITANJALI,12.57,,,,, 12.57 ,Small Cap
2761,CONCORD DRUGS LIMITED,INE858L01010,CONCORD,12.53,,,,, 12.53 ,Small Cap
2762,ADOR MULTIPRODUCTS LTD,INE628D01014,ADORMUL,12.49,,,,, 12.49 ,Small Cap
2763,RAMINFO LIMITED,INE357B01022,RAMINFO,12.49,,,,, 12.49 ,Small Cap
2764,SYSCHEM (INDIA) LTD.,INE121D01036,SYSCHEM,12.48,,,,, 12.48 ,Small Cap
2765,ARCHIT ORGANOSYS LIMITED,INE078I01011,ARCHITORG,12.42,,,,, 12.42 ,Small Cap
2766,M. K. EXIM (INDIA) LTD.,INE227F01010,MKEXIM,12.42,,,,, 12.42 ,Small Cap
2767,INTERNATIONAL SECURITIES LIMITED,INE086D01015,,,,,ISL, 12.41 , 12.41 ,Small Cap
2768,"UNITED VAN DER HORST LTD.,",INE890G01013,UVDRHOR,12.39,,,,, 12.39 ,Small Cap
2769,"ORIENT BEVERAGES LTD.,",INE247F01018,ORIBEVER,12.35,,,,, 12.35 ,Small Cap
2770,RMC SWITCHGEARS LIMITED,INE655V01019,RMC,12.27,,,,, 12.27 ,Small Cap
2771,SIMPLEX REALTY LIMITED,INE167H01014,SIMPLXREA,12.24,,,,, 12.24 ,Small Cap
2772,RAM MINERALS AND CHEMICALS LIMITED,INE174N01026,RMCHEM,12.24,,,,, 12.24 ,Small Cap
2773,TRANWAY TECHNOLOGIES LIMITED,INE0BIW01023,TRANWAY,12.24,,,,, 12.24 ,Small Cap
2774,"STI INDIA LTD.,",INE090C01019,STINDIA,12.55,STINDIA, 11.90 ,,, 12.22 ,Small Cap
2775,"SINNAR BIDI UDYOG LTD.,",INE896E01023,SINNAR,12.17,,,,, 12.17 ,Small Cap
2776,SHILPI CABLE TECHNOLOGIES LIMITED,INE510K01019,SHILPI,12.17,,,,, 12.17 ,Small Cap
2777,"AUSTIN ENGINEERING CO. LTD.,",INE759F01012,AUSTENG,12.16,,,,, 12.16 ,Small Cap
2778,QUADRANT TELEVENTURES LIMITED,INE527B01020,QUADRANT,12.15,,,,, 12.15 ,Small Cap
2779,ADVANCE SYNTEX LIMITED,INE184U01012,ASYL,12.14,,,,, 12.14 ,Small Cap
2780,HARIYANA METALS LTD.,INE219D01012,HARME,12.13,,,,, 12.13 ,Small Cap
2781,CYBERMATE INFOTEK LTD,INE215B01022,CYBERMAT,12.13,,,,, 12.13 ,Small Cap
2782,PANYAM CEMENTS & MINERAL INDS. LTD.,INE167E01029,PANCM,12.09,,,,, 12.09 ,Small Cap
2783,CANOPY FINANCE LIMITED,INE095R01016,CANOPYFIN,12.08,,,,, 12.08 ,Small Cap
2784,VIVID MERCANTILE LIMITED,INE647Z01017,VIVIDM,12.05,,,,, 12.05 ,Small Cap
2785,ALLIANCE INTEGRATED METALIKS LIMITED,INE123D01016,AIML,12.04,,,,, 12.04 ,Small Cap
2786,MUKAND ENGINEERS LTD.,INE022B01014,MUKANDENGG,12.03,MUKANDENGG, 12.04 ,,, 12.03 ,Small Cap
2787,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,INE147P01019,JPOLYINVST,11.85,JPOLYINVST, 12.20 ,,, 12.03 ,Small Cap
2788,HILTON METAL FORGING LIMITED,INE788H01017,HILTON,12.04,HILTON, 12.01 ,,, 12.02 ,Small Cap
2789,LIME CHEMICALS LTD.,INE891G01011,LIMECHM,12.01,,,,, 12.01 ,Small Cap
2790,VALSON INDUSTRIES LTD.,INE808A01018,VALSONQ,12.01,,,,, 12.01 ,Small Cap
2791,RCI INDUSTRIES & TECHNOLOGIES LIMITED,INE140B01014,RCIIND,11.99,,,,, 11.99 ,Small Cap
2792,"S.V. TRADING & AGENCIES LTD.,",INE404N01019,ZSVTRADI,11.97,,,,, 11.97 ,Small Cap
2793,"OLYMPIC OIL INDUSTRIES LTD.,",INE286E01019,OLYOI,11.97,,,,, 11.97 ,Small Cap
2794,BRADY & MORRIS ENGINEERING CO. LTD.,INE856A01017,BRADYM,11.96,,,,, 11.96 ,Small Cap
2795,ADVANCE LIFESTYLES LTD.,INE900E01015,ADVLIFE,11.95,,,,, 11.95 ,Small Cap
2796,"CHOWGULE STEAMSHIPS LTD.,",INE490A01015,CHOWGULSTM,11.93,,,,, 11.93 ,Small Cap
2797,ALFA TRANSFORMERS LTD.,INE209C01015,ALFATRAN,11.92,,,,, 11.92 ,Small Cap
2798,PRESSURE SENSITIVE SYSTEMS (INDIA),INE891E01016,PRESSURS,11.91,,,,, 11.91 ,Small Cap
2799,TEJASSVI AAHARAM LIMITED,INE173E01019,TEJASSVI,11.90,,,,, 11.90 ,Small Cap
2800,CENTRAL CABLES LIMITED,INE672G01015,,,,,CENTRAL, 11.90 , 11.90 ,Small Cap
2801,"ANUP MALLEABLE LTD.,",INE188O01016,ANUPMAL,11.89,,,,, 11.89 ,Small Cap
2802,STELLAR CAPITAL SERVICES LIMITED,INE325P01011,STELLAR,11.87,,,,, 11.87 ,Small Cap
2803,VEEJAY LAKSHMI ENGINEERING WORKS LT,INE466D01019,VJLAXMIE,11.85,,,,, 11.85 ,Small Cap
2804,NITIN FIRE PROTECTION INDUSTRIES LIMITED,INE489H01020,NITINFIRE,11.35,NITINFIRE, 12.30 ,,, 11.82 ,Small Cap
2805,MOHOTA INDUSTRIES LIMITED,INE313D01013,MOHOTAIND,12.07,MOHOTAIND, 11.58 ,,, 11.82 ,Small Cap
2806,SURAJ PRODUCTS LTD.,INE069E01019,SURAJ,11.80,,,,, 11.80 ,Small Cap
2807,GEEFCEE FINANCE LTD.,INE632D01016,GEEFC,11.80,,,,, 11.80 ,Small Cap
2808,NEO INFRACON LTD.,INE216I01017,NEOINFRA,11.79,,,,, 11.79 ,Small Cap
2809,SWASTI VINAYAKA ART AND HERITAGE CORPORATION LTD,INE895A01023,SVARTCORP,11.76,,,,, 11.76 ,Small Cap
2810,BOSTON BIO SYSTEMS LTD.,INE109B01019,BOSTONBIO,11.73,,,,, 11.73 ,Small Cap
2811,RUNEECHA TEXTILES LIMITED,INE373L01010,RUNEECHA,11.73,,,,, 11.73 ,Small Cap
2812,KRIPTOL INDUSTRIES LIMITED,INE477C01034,KRIPIND,11.71,,,,, 11.71 ,Small Cap
2813,AKI INDIA LIMITED,INE642Z01018,AKI,11.71,,,,, 11.71 ,Small Cap
2814,VAKSONS AUTOMOBILES LIMITED,INE256S01012,VAL,11.68,,,,, 11.68 ,Small Cap
2815,GUJARAT STATE FINANCIAL CORPORATION,INE944A01011,GUJSTATFIN,11.67,,,,, 11.67 ,Small Cap
2816,LYPSA GEMS & JEWELLERY LIMITED,INE142K01011,LYPSAGEMS,12.23,LYPSAGEMS, 11.09 ,,, 11.66 ,Small Cap
2817,DIGJAM LIMITED,INE731U01010,DIGJAMLTD,12.23,DIGJAMLTD, 11.06 ,,, 11.64 ,Small Cap
2818,IKF TECHNOLOGIES LTD.,INE052C01027,IKFTECH,11.63,,,,, 11.63 ,Small Cap
2819,SELLWIN TRADERS LIMITED,INE195F01019,SELLWIN,11.62,,,,, 11.62 ,Small Cap
2820,TIRUPATI STARCH & CHEMICALS LTD.,INE314D01011,TIRUSTA,11.60,,,,, 11.60 ,Small Cap
2821,ICL ORGANIC DAIRY PRODUCTS LIMITED,INE0AU701018,ICLORGANIC,11.60,,,,, 11.60 ,Small Cap
2822,D & H INDIA LIMITED,INE589D01018,DHINDIA,11.58,,,,, 11.58 ,Small Cap
2823,PICCADILY SUGAR  & ALLIED LTD.,INE544C01023,PICCASUG,11.53,,,,, 11.53 ,Small Cap
2824,MAGNUM VENTURES LIMITED,INE387I01016,MAGNUM,10.97,MAGNUM, 12.08 ,,, 11.52 ,Small Cap
2825,GTN INDUSTRIES LIMITED,INE537A01013,GTNINDS,11.51,GTNIND, 11.53 ,,, 11.52 ,Small Cap
2826,"HARDCASTLE & WAUD MFG. CO. LTD.,",INE722D01015,HARDCAS,11.48,,,,, 11.48 ,Small Cap
2827,JASH DEALMARK LIMITED,INE801W01017,JDML,11.47,,,,, 11.47 ,Small Cap
2828,"RAVALGAON SUGAR FARM LTD.,",INE615A01017,RAVALSUGAR,11.46,,,,, 11.46 ,Small Cap
2829,RITESH PROPERTIES & INDUSTRIES LTD,INE299D01014,RPIL,11.45,,,,, 11.45 ,Small Cap
2830,OCEANAA BIOTEK INDUSTRIES LIMITED,INE732P01018,OBIL,11.42,,,,, 11.42 ,Small Cap
2831,STERLING INTERNATIONAL ENTERPRISES LIMITED,INE696C01021,STEERINTER,11.40,,,,, 11.40 ,Small Cap
2832,"AUTOPAL INDUSTRIES LTD.,",INE335Q01018,AUTOPAL,11.38,,,,, 11.38 ,Small Cap
2833,SABOO BROTHERS LTD.,INE021N01011,SABOOBR,11.38,,,,, 11.38 ,Small Cap
2834,RELIABLE VENTURES INDIA LTD,INE419H01019,RELIABVEN,11.36,,,,, 11.36 ,Small Cap
2835,SANDU PHARMACEUTICALS LTD.,INE751D01014,SANDUPHQ,11.35,,,,, 11.35 ,Small Cap
2836,SAFAL HERBS LIMITED,INE880M01020,SAFALHBS,11.34,,,,, 11.34 ,Small Cap
2837,N.K.INDUSTRIES LTD.,INE542C01019,NKIND,12.73,NKIND, 9.89 ,,, 11.31 ,Small Cap
2838,SANCO INDUSTRIES LTD.,INE782L01012,,,SANCO, 11.31 ,,, 11.31 ,Small Cap
2839,BEST EASTERN HOTELS LIMITED,INE553F01035,BESTEAST,11.30,,,,, 11.30 ,Small Cap
2840,LEEL ELECTRICALS LIMITED,INE245C01019,LEEL,11.28,,,,, 11.28 ,Small Cap
2841,UFM INDUSTRIES LTD,INE832E01010,UFMINDL,11.27,,,,, 11.27 ,Small Cap
2842,SMC CREDITS LTD.,INE440E01012,SMCREDT,11.27,,,,, 11.27 ,Small Cap
2843,ARIHANT CLASSIC FINANCE LIMITED,INE763C01011,,,,,ARIHANTCFL, 11.26 , 11.26 ,Small Cap
2844,ADROIT INFOTECH LIMITED,INE737B01033,ADROITINFO,11.45,ADROITINFO, 11.04 ,,, 11.24 ,Small Cap
2845,MODERN STEELS LIMITED,INE001F01019,MDRNSTL,11.24,,,,, 11.24 ,Small Cap
2846,J.K.PHARMACHEM LTD.,INE335C01018,JKPHARMA,11.22,,,,, 11.22 ,Small Cap
2847,KUMAR WIRE CLOTH MANUFACTURING CO.,INE840A01011,KUMARWI,11.21,,,,, 11.21 ,Small Cap
2848,ASHARI AGENCIES LIMITED,INE361S01010,ASHARI,11.21,,,,, 11.21 ,Small Cap
2849,GOLDEN CREST EDUCATION & SERVICES LIMITED,INE222U01010,GOLDENCREST,11.21,,,,, 11.21 ,Small Cap
2850,RAUNAQ EPC INTERNATIONAL LIMITED,INE523K01012,RAUNAQEPC,11.20,,,,, 11.20 ,Small Cap
2851,BOTHRA METALS & ALLOYS LIMITED,INE583M01012,BMAL,11.18,,,,, 11.18 ,Small Cap
2852,CAMSON BIO TECHNOLOGIES LTD,INE845E01012,CAMSONBIO,11.18,,,,, 11.18 ,Small Cap
2853,VASWANI INDUSTRIES LIMITED,INE590L01019,VASWANI,10.65,VASWANI, 11.70 ,,, 11.18 ,Small Cap
2854,GOENKA DIAMOND & JEWELS LTD,INE516K01024,GOENKA,9.16,GOENKA, 13.17 ,,, 11.16 ,Small Cap
2855,ALEXANDER STAMPS AND COIN LIMITED,INE191N01012,ALEXANDER,11.16,,,,, 11.16 ,Small Cap
2856,"MARMAGOA STEELS LTD.,",INE698E01023,MRMGAST,11.15,,,,, 11.15 ,Small Cap
2857,BINNY MILLS LIMITED,INE160L01011,BINNYMILLS,11.15,,,,, 11.15 ,Small Cap
2858,JAMSHRI REALTY LIMITED,INE462D01026,JAMSHRI,11.11,,,,, 11.11 ,Small Cap
2859,RISHABH DIGHA STEEL AND ALLIED PROD,INE864D01015,RISHDIGA,11.10,,,,, 11.10 ,Small Cap
2860,EASTERN TREADS LTD.,INE500D01015,EASTRED,11.09,,,,, 11.09 ,Small Cap
2861,INCAP LTD,INE437C01012,INCAP,11.08,,,,, 11.08 ,Small Cap
2862,KMS MEDISURGI LIMITED,INE870V01014,KMSMEDI,11.07,,,,, 11.07 ,Small Cap
2863,"HINDUSTAN EVEREST TOOLS LTD.,",INE598D01019,HINDEVER,11.02,,,,, 11.02 ,Small Cap
2864,IMPALA INDUSTRIAL ENTERPRISES LIMITED,INE226G01010,,,,,IIEL, 11.00 , 11.00 ,Small Cap
2865,ASHIRWAD STEELS & INDUSTRIES  LTD.,INE338C01012,ASHSI,11.00,,,,, 11.00 ,Small Cap
2866,GAUTAM EXIM LIMITED,INE721X01015,GEL,11.00,,,,, 11.00 ,Small Cap
2867,KIRTI INVESTMENTS LIMITED,INE507L01021,,,,,KIRTIINV, 11.00 , 11.00 ,Small Cap
2868,YAMINI INVESTMENTS COMPANY LIMITED,INE457N01025,YAMNINV,10.99,,,,, 10.99 ,Small Cap
2869,SWOJAS ENERGY FOODS LTD.,INE295B01016,SWOEF,10.99,,,,, 10.99 ,Small Cap
2870,ROBERT RESOURCES LIMITED,INE320V01010,,,,,ROBERT, 10.96 , 10.96 ,Small Cap
2871,SHEKHAWATI POLY-YARN LIMITED,INE268L01020,SPYL,11.39,SPYL, 10.51 ,,, 10.95 ,Small Cap
2872,SAMPRE NUTRITIONS LTD.,INE375C01014,SAMPRE,10.93,,,,, 10.93 ,Small Cap
2873,"ELLORA PAPER MILLS LTD.,",INE384H01023,ELLOPAP,10.84,,,,, 10.84 ,Small Cap
2874,"MODERN INSULATORS LTD.,",INE219W01012,MODINSU,10.84,,,,, 10.84 ,Small Cap
2875,ESCORP ASSET MANAGEMENT LIMITED,INE953W01016,ESCORP,10.84,,,,, 10.84 ,Small Cap
2876,TEESTA AGRO INDUSTRIES LTD,INE757D01011,TEEAI,10.83,,,,, 10.83 ,Small Cap
2877,OPTIMUS FINANCE LIMITED,INE031G01014,OPTIFIN,10.82,,,,, 10.82 ,Small Cap
2878,BANSAL ROOFING PRODUCTS LIMITED,INE319Q01012,BRPL,10.79,,,,, 10.79 ,Small Cap
2879,TECHNOFAB ENGINEERING LIMITED,INE509K01011,TECHNOFAB,10.89,TECHNOFAB, 10.68 ,,, 10.79 ,Small Cap
2880,ROOPSHRI RESORTS LIMITED,INE03WT01017,ROOPSHRI,10.78,,,,, 10.78 ,Small Cap
2881,INDIA STEEL WORKS LTD,INE072A01029,ISWL,10.77,,,,, 10.77 ,Small Cap
2882,"BCC FUBA INDIA LTD.,",INE788D01016,BCCFUBA,10.75,,,,, 10.75 ,Small Cap
2883,ATHENA CONSTRUCTIONS LIMITED,INE291R01011,ATHCON,10.74,,,,, 10.74 ,Small Cap
2884,GOLKUNDA DIAMONDS & JEWELLERY LTD.,INE798D01015,GOLKUNDIA,10.73,,,,, 10.73 ,Small Cap
2885,NAGARJUNA OIL REFINERY LIMITED,INE453M01018,NAGAROIL,10.70,,,,, 10.70 ,Small Cap
2886,"HARYANA LEATHER CHEMICALS LTD.,",INE681F01018,HARLETH,10.69,,,,, 10.69 ,Small Cap
2887,KINTECH RENEWABLES LIMITED,INE385F01016,KRL,10.67,,,,, 10.67 ,Small Cap
2888,GANON PRODUCTS LIMITED,INE162L01017,GANONPRO,10.67,,,,, 10.67 ,Small Cap
2889,KAVITA FABRICS LIMITED.,INE149O01018,KFL,10.65,,,,, 10.65 ,Small Cap
2890,STAMPEDE CAPITAL LIMITED,INE224E01028,STAMPEDE,10.31,STAMPEDE, 10.98 ,,, 10.65 ,Small Cap
2891,SALORA INTERNATIONAL LIMITED,INE924A01013,SALORAINTL,10.63,,,,, 10.63 ,Small Cap
2892,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,INE444X01014,MOUNT,10.63,,,,, 10.63 ,Small Cap
2893,STEADFAST CORPORATION LIMITED,INE089B01013,,,,,STEADFAST, 10.63 , 10.63 ,Small Cap
2894,NARENDRA PROPERTIES LTD.,INE603F01012,NARPROP,10.60,,,,, 10.60 ,Small Cap
2895,GUJARAT NARMADA FLYASH CO. LTD.,INE955G01022,GUJNFLY,10.57,,,,, 10.57 ,Small Cap
2896,SYLPH TECHNOLOGIES LTD,INE706F01013,SYLPH,10.56,,,,, 10.56 ,Small Cap
2897,ASHOK ALCO-CHEM LTD.,INE994D01010,ASHOKALC,10.56,,,,, 10.56 ,Small Cap
2898,SHIVOM INVESTMENT & CONSULTANCY LIMITED,INE074G01014,SICLTD,10.51,,,SHIVOM,10.57, 10.54 ,Small Cap
2899,SOLITAIRE MACHINE TOOLS LTD,INE410A01013,SOLIMAC,10.49,,,,, 10.49 ,Small Cap
2900,COUNTRY CONDO'S LTD,INE695B01025,COUNCODOS,10.78,COUNCODOS, 10.13 ,,, 10.46 ,Small Cap
2901,OROSIL SMITHS INDIA LIMITED,INE628B01034,OROSMITHS,10.44,,,,, 10.44 ,Small Cap
2902,SIGACHI LABORATORIES LIMITED,INE368H01018,,,,,SIGACHI, 10.43 , 10.43 ,Small Cap
2903,DQ ENTERTAINMENT (INTERNATIONAL) LIMITED,INE656K01010,DQE,10.41,DQE, 10.44 ,,, 10.42 ,Small Cap
2904,DEEPJYOTI TEXTILES LIMITED,INE565D01018,,,,,DEEPJYOTI, 10.42 , 10.42 ,Small Cap
2905,BLAZON MARBLES LIMITED,INE096H01023, BLAZONMRB,10.42,,,,, 10.42 ,Small Cap
2906,COCHIN MALABAR ESTATES & INDUS. LTD,INE788M01017,COCHMAL,10.38,,,,, 10.38 ,Small Cap
2907,"HIMACHAL FIBRES LTD.,",INE723D01021,HIMFIBP,10.38,,,,, 10.38 ,Small Cap
2908,HATHWAY BHAWANI CABLETEL & DATACOM,INE525B01016,HATHWAYB,10.37,,,,, 10.37 ,Small Cap
2909,PHAARMASIA LIMITED.,INE486I01016,PHRMASI,10.37,,,,, 10.37 ,Small Cap
2910,"HINDUSTAN FLUROCARBONS LTD.,",INE806J01013,HINFLUR,10.36,,,,, 10.36 ,Small Cap
2911,SABOO SODIUM CHLORO LTD.,INE440C01016,SABOOSOD,10.35,,,,, 10.35 ,Small Cap
2912,B2B SOFTWARE TECHNOLOGIES LTD.,INE151B01011,B2BSOFT,10.35,,,,, 10.35 ,Small Cap
2913,VENLON ENTERPRISES LTD.,INE204D01022,VENLONENT,10.34,,,,, 10.34 ,Small Cap
2914,DHOOT INDUSTRIAL FINANCE LTD.,INE313G01016,DHOOTIN,10.33,,,,, 10.33 ,Small Cap
2915,WINSOME BREWERIES LTD.,INE391C01011,WINSOMBR,10.32,,,,, 10.32 ,Small Cap
2916,SSF LIMITED,INE418F01015,,,,,SSF, 10.32 , 10.32 ,Small Cap
2917,BASANT INDIA LIMITED,INE603U01011,,,,,BASANT, 10.32 , 10.32 ,Small Cap
2918,PARABOLIC DRUGS LTD,INE618H01016,PARABDRUGS,10.89,PARABDRUGS, 9.74 ,,, 10.31 ,Small Cap
2919,SATHAVAHANA ISPAT LTD.,INE176C01016,SATHAISPAT,10.98,SATHAISPAT, 9.57 ,,, 10.27 ,Small Cap
2920,OPERATIONAL ENERGY GROUP INDIA LIMITED,INE239V01012,,,,,OEGIL, 10.23 , 10.23 ,Small Cap
2921,"SHREE HARI CHEMICALS EXPORT LTD.,",INE065E01017,SHHARICH,10.22,,,,, 10.22 ,Small Cap
2922,"DHANLAXMI COTEX LTD.,",INE977F01010,DHANCOT,10.19,,,,, 10.19 ,Small Cap
2923,"JAYSHREE CHEMICALS LTD.,",INE693E01016,JAYCH,10.17,,,,, 10.17 ,Small Cap
2924,MINAL INDUSTRIES LIMITED,INE097E01028,MINALIND,10.17,,,,, 10.17 ,Small Cap
2925,"POLYMECHPLAST MACHINES LTD.,",INE809B01014,POLYCHMP,10.17,,,,, 10.17 ,Small Cap
2926,SIGRUN HOLDINGS LIMITED,INE633D01022,SIGRUN,10.17,,,,, 10.17 ,Small Cap
2927,DHAMPURE SPECIALITY SUGARS LTD.,INE956B01013,DHAMPURE,10.16,,,,, 10.16 ,Small Cap
2928,APIS INDIA LTD,INE070K01014,APIS,10.13,,,,, 10.13 ,Small Cap
2929,SHANGAR DECOR LIMITED,INE118R01016,SHANGAR,10.13,,,,, 10.13 ,Small Cap
2930,RO JEWELS LIMITED,INE0BDU01010,ROJL,10.13,,,,, 10.13 ,Small Cap
2931,PANACHE INNOVATIONS LIMITED,INE516E01019,PANACHE,10.12,,,,, 10.12 ,Small Cap
2932,S.E. POWER LIMITED,INE735M01018,SEPOWER,10.18,SEPOWER, 10.04 ,,, 10.11 ,Small Cap
2933,SATRA PROPERTIES(INDIA) LTD,INE086E01021,SATRAPROP,10.11,,,,, 10.11 ,Small Cap
2934,SK INTERNATIONAL EXPORT LIMITED,INE04ST01013,SKIEL,10.11,,,,, 10.11 ,Small Cap
2935,SKYLINE MILLARS LTD,INE178E01026,SKYLMILAR,10.10,,,,, 10.10 ,Small Cap
2936,"ASHIRWAD CAPITAL LTD.,",INE894A01026,ASHCAP,10.09,,,,, 10.09 ,Small Cap
2937,NOVA IRON & STEEL LTD.,INE608C01026,NOVIS,10.09,,,,, 10.09 ,Small Cap
2938,DIGGI MULTITRADE LIMITED,INE158R01012,DML,10.09,,,,, 10.09 ,Small Cap
2939,ENCASH ENTERTAINMENT LIMITED,INE552Q01018,ENCASH,10.07,,,,, 10.07 ,Small Cap
2940,BHARATI DEFENCE AND INFRASTRUCTURE LTD,INE673G01013,BHARATIDIL,10.06,,,,, 10.06 ,Small Cap
2941,GANESH FILMS INDIA LIMITED,INE00WY01013,GFIL,10.06,,,,, 10.06 ,Small Cap
2942,VITESSE AGRO LIMITED,INE550U01014,VITESSE,10.05,,,,, 10.05 ,Small Cap
2943,SRI KRISHNA CONSTRUCTIONS (INDIA) LIMITED,INE094T01015,SKC,10.03,,,,, 10.03 ,Small Cap
2944,NORTHLINK FISCAL AND CAPITAL SERVICES LTD.,INE736P01019,NORTHLINK,10.66,,,NFCSL,9.39, 10.03 ,Small Cap
2945,PRISM MEDICO AND PHARMACY LTD.,INE730E01016,PRISMMEDI,10.02,,,PRISMMEDI,10.03, 10.02 ,Small Cap
2946,SJ CORPORATION LIMITED,INE312B01027,SJCORP,10.02,,,,, 10.02 ,Small Cap
2947,MEWAR HI-TECH ENGINEERING LIMITED,INE957U01011,MHEL,10.02,,,,, 10.02 ,Small Cap
2948,S.P.CAPITAL FINANCING LTD.,INE102F01015,SPCAPIT,10.00,,,,, 10.00 ,Small Cap
2949,"THACKER & CO. LTD.,",INE077P01034,THACKER,9.99,,,,, 9.99 ,Small Cap
2950,"INDIA LEASE DEVL. LTD.,",INE333C01013,INDLEASE,9.98,,,,, 9.98 ,Small Cap
2951,PHYTO CHEM (INDIA) LTD.,INE037C01010,PHYTO,9.97,,,,, 9.97 ,Small Cap
2952,COSPOWER ENGINEERING LIMITED,INE0CQB01010,COSPOWER,9.94,,,,, 9.94 ,Small Cap
2953,GLOBAL OFFSHORE SERVICES LTD,INE446C01013,GLOBOFFS,9.84,GLOBOFFS, 10.04 ,,, 9.94 ,Small Cap
2954,VSD CONFIN LTD.,INE489F01016,VSDCONF,9.92,,,,, 9.92 ,Small Cap
2955,CDG PETCHEM LIMITED,INE198N01017,CDG,9.89,,,,, 9.89 ,Small Cap
2956,COASTAL ROADWAYS LTD.,INE229E01019,COARO,9.88,,,,, 9.88 ,Small Cap
2957,"RAJASTHAN PETRO SYNTHETICS LTD.,",INE374C01017,RAJSPTR,9.87,,,,, 9.87 ,Small Cap
2958,VIJAY SHANTHI BUILDERS LTD,INE806F01011,VIJSHAN,9.87,,,,, 9.87 ,Small Cap
2959,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,INE268T01015,SUPRAP,9.87,,,,, 9.87 ,Small Cap
2960,TARAI FOODS LTD.,INE906C01016,TARAI,9.86,,,,, 9.86 ,Small Cap
2961,USHER AGRO LIMITED,INE235G01011,USHERAGRO,9.86,,,,, 9.86 ,Small Cap
2962,"S & S POWER SWITCHGEARS LTD.,",INE902B01017,S&SPOWER,7.37,S&SPOWER, 12.34 ,,, 9.85 ,Small Cap
2963,HINDUSTAN HARDY LIMITED,INE724D01011,HINDHARD,9.85,,,,, 9.85 ,Small Cap
2964,UNIVERSAL STARCH-CHEM ALLIED LTD.,INE113E01015,UNIVSTAR,9.83,,,,, 9.83 ,Small Cap
2965,SETUBANDHAN INFRASTRUCTURE LIMITED,INE023M01027,SETUINFRA,9.64,SETUINFRA, 9.99 ,,, 9.82 ,Small Cap
2966,EMERALD LEASING FINANCE & INVESTMENT COMPANY LIMITED,INE030Q01015,EMERALD,9.81,,,,, 9.81 ,Small Cap
2967,V R WOODART LTD,INE317D01014,VRWODAR,9.80,,,,, 9.80 ,Small Cap
2968,SALGUTI INDUSTRIES LTD.,INE159C01012,SALGUTI,9.80,,,,, 9.80 ,Small Cap
2969,USG TECH SOLUTIONS LTD,INE718B01017,USGTECH,9.79,,,,, 9.79 ,Small Cap
2970,LAFFANS PETROCHEMICALS LTD.,INE919B01011,LAFFANSQ,9.78,,,,, 9.78 ,Small Cap
